title,url,releaseDate
"Binance Margin Will Delist the JASMY/BTC Cross Margin Pair and AMP/BTC, JASMY/BTC, STMX/BTC Isolated Margin Pairs",https://www.binance.com/en/support/announcement/Binance-Margin-Will-Delist-the-JASMY-BTC-Cross-Margin-Pair-and-AMP-BTC--JASMY-BTC--STMX-BTC-Isolated-Margin-Pairs-a8e3ce7e46ed46359336e1d48ab8c538,1684299631912
Notice of Removal of Trading Pairs - 2023-05-18,https://www.binance.com/en/support/announcement/Notice-of-Removal-of-Trading-Pairs---2023-05-18-62abb8275ea6457faa154398970db7ce,1684224328377
Binance Futures Will Delist and Update the Leverage & Margin Tiers of USDⓈ-M APEBUSD Perpetual Contract,https://www.binance.com/en/support/announcement/Binance-Futures-Will-Delist-and-Update-the-Leverage-Margin-Tiers-of-USDⓈ-M-APEBUSD-Perpetual-Contract-575835ebb33346b28cf1dd78a8a50aaa,1683874532167
Notice of Removal of Trading Pairs - 2023-05-11,https://www.binance.com/en/support/announcement/Notice-of-Removal-of-Trading-Pairs---2023-05-11-7734f3d4ddd14d65a7cc1563115fe30b,1683622803457
Binance Futures Will Delist and Update the Leverage & Margin Tiers of USDⓈ-M DOTBUSD Perpetual Contract,https://www.binance.com/en/support/announcement/Binance-Futures-Will-Delist-and-Update-the-Leverage-Margin-Tiers-of-USDⓈ-M-DOTBUSD-Perpetual-Contract-4536c9819c5d498a975ae40fcd6ecac4,1683251412529
Notice of Removal of Trading Pairs - 2023-05-04,https://www.binance.com/en/support/announcement/Notice-of-Removal-of-Trading-Pairs---2023-05-04-821d520d23f04be8a6b4ec692fdfd9e0,1682996404484
Binance Futures Will Delist and Update the Leverage & Margin Tiers of USDⓈ-M FILBUSD Perpetual Contract,https://www.binance.com/en/support/announcement/Binance-Futures-Will-Delist-and-Update-the-Leverage-Margin-Tiers-of-USDⓈ-M-FILBUSD-Perpetual-Contract-72ae35cffb8842d5acb8ff22c70f8dd3,1682678706662
"Binance to Delist and Cease Redemption for TRXUP, TRXDOWN, DOTUP, DOTDOWN, LINKUP & LINKDOWN Leveraged Tokens (2023-04-27)",https://www.binance.com/en/support/announcement/Binance-to-Delist-and-Cease-Redemption-for-TRXUP--TRXDOWN--DOTUP--DOTDOWN--LINKUP-LINKDOWN-Leveraged-Tokens-2023-04-27-f9ed8900260141bbb2af4bb71741839a,1682577903228
Binance Futures Will Delist and Update the Leverage & Margin Tiers of USDⓈ-M ETCBUSD Perpetual Contract,https://www.binance.com/en/support/announcement/Binance-Futures-Will-Delist-and-Update-the-Leverage-Margin-Tiers-of-USDⓈ-M-ETCBUSD-Perpetual-Contract-084acdd39aae4b1b8660fc3b9ab7efef,1682071224769
Binance Margin Will Delist the WRX/BTC Isolated Margin Pair,https://www.binance.com/en/support/announcement/Binance-Margin-Will-Delist-the-WRX-BTC-Isolated-Margin-Pair-e47dd8e9f2d84c3aa175bd09fe2f8c94,1683619303518
Binance to Delist and Cease Redemption for XRPUP and XRPDOWN Leveraged Tokens (2023-07-25),https://www.binance.com/en/support/announcement/Binance-to-Delist-and-Cease-Redemption-for-XRPUP-and-XRPDOWN-Leveraged-Tokens-2023-07-25-e6764830f1aa468990b3263cd967c655,1689066007256
Notice of Removal of Trading Pairs - 2023-07-13,https://www.binance.com/en/support/announcement/Notice-of-Removal-of-Trading-Pairs---2023-07-13-3e82983b9b614d3facea143ef97efb2d,1689056113799
